episode,score,epsilon,budget,uncertainty
0,-21.0,0.9923300000000349,50000,3.129353780110264e-06
1,-21.0,0.9846900000000697,50000,9.763435681990232e-07
2,-19.0,0.9749300000001141,50000,0.017631446741486898
3,-21.0,0.965730000000156,49979,0.037715860057885395
4,-20.0,0.955830000000201,49801,0.07091332514666848
5,-18.0,0.9419300000002643,49415,0.07935951926457367
6,-15.0,0.9269700000003324,48744,0.10261683645213078
7,-15.0,0.9100800000004092,47717,0.12234558772169993
8,-11.0,0.8901100000005001,46438,0.1254761277161199
9,-16.0,0.8730900000005776,45351,0.12626541490238663
10,-8.0,0.8501800000006818,43802,0.13191921490361236
11,-12.0,0.8320000000007646,42830,0.11367197944173063
12,-20.0,0.8229700000008057,42472,0.0937743850561851
13,-19.0,0.8125900000008529,42064,0.09480393378455228
14,-19.0,0.8000800000009098,41632,0.08821624871879387
15,-18.0,0.7865000000009716,41037,0.10048511524860293
16,-15.0,0.7712300000010411,40214,0.11582620489791026
17,-19.0,0.7611400000010871,39682,0.11702686035313355
18,-9.0,0.738960000001188,38388,0.12302763078981512
19,-16.0,0.724020000001256,37597,0.11421859332197003
20,-14.0,0.7061200000013375,36597,0.12130703670623083
21,-18.0,0.6934000000013953,35937,0.11221472941684602
22,-12.0,0.6735700000014856,34754,0.12707718420986028
23,-15.0,0.6576900000015579,33736,0.13619915987406
24,5.0,0.6276800000016944,31494,0.15978707123382693
25,-2.0,0.5989200000018253,29297,0.16909812837133187
26,-4.0,0.5739300000019391,27322,0.17665836890498285
27,5.0,0.5460800000020658,25085,0.18605247824829024
28,9.0,0.5201300000021839,22869,0.19858070645025555
29,17.0,0.4989100000022744,21022,0.20680198004393788
30,11.0,0.4678700000022434,18274,0.21199840839775808
31,19.0,0.44945000000222496,16580,0.23785590465573936
32,11.0,0.42526000000220077,14398,0.22564895555250725
33,19.0,0.4079700000021835,12771,0.24934686006123857
34,18.0,0.3874100000021629,10843,0.24474991577159222
35,15.0,0.36566000000214116,8802,0.26047259550884194
36,21.0,0.3493200000021248,7213,0.3017024747648868
37,19.0,0.33195000000210745,5542,0.27721816419195394
38,19.0,0.3138200000020893,3799,0.2951997027717535
39,21.0,0.2973000000020728,2183,0.3212761603449144
40,20.0,0.2793900000020549,436,0.3093803685599452
41,-16.0,0.26785000000204334,0,0.2805065166163202
42,-20.0,0.2594200000020349,0,0.25139717270276585
43,-20.0,0.25104000000202653,0,0.24959813122168575
44,-19.0,0.23909000000201458,0,0.2704035850124878
45,-21.0,0.23126000000200675,0,0.257282308772644
46,-20.0,0.2213200000019968,0,0.27890327840976015
47,-21.0,0.21306000000198855,0,0.25999771225430773
48,-21.0,0.20523000000198072,0,0.26090313296522444
49,-21.0,0.19697000000197246,0,0.24178715250353366
50,-21.0,0.1887100000019642,0,0.25368044757200786
51,-20.0,0.18029000000195577,0,0.2730756160623954
52,-21.0,0.17246000000194794,0,0.2872786488607621
53,-19.0,0.1611300000019366,0,0.2982746578049365
54,-21.0,0.15107000000192655,0,0.2985589289685959
55,-20.0,0.13934000000191482,0,0.30159290304180403
56,-19.0,0.12828000000190376,0,0.2983547811132012
57,-20.0,0.11649000000190378,0,0.33133999261755476
58,-20.0,0.1045800000019084,0,0.31822470197099084
59,-19.0,0.09202000000191327,0,0.32469303058282395
60,-20.0,0.08040000000191777,0,0.33447802022561146
61,-20.0,0.06954000000192198,0,0.3247476451435087
62,-20.0,0.05704000000192304,0,0.360759446246922
63,-18.0,0.05,0,0.3777711782082738
64,-20.0,0.05,0,0.3674092599821667
65,-18.0,0.05,0,0.4004835053328499
66,-17.0,0.05,0,0.44783953693835704
67,-16.0,0.05,0,0.39170173689164417
68,-17.0,0.05,0,0.4019694208994466
69,-15.0,0.05,0,0.4061056433306278
70,-12.0,0.05,0,0.3941000900250308
71,-17.0,0.05,0,0.3975564894849301
72,-15.0,0.05,0,0.44819013828948806
73,-15.0,0.05,0,0.4117072869147752
74,-18.0,0.05,0,0.3893662993860462
75,-14.0,0.05,0,0.356724329830796
76,-16.0,0.05,0,0.38554920392421116
77,-20.0,0.05,0,0.3490410897878628
78,-16.0,0.05,0,0.3317042719497642
79,-19.0,0.05,0,0.3186585151951642
80,-18.0,0.05,0,0.333337841656495
81,-16.0,0.05,0,0.32593344900081356
82,-17.0,0.05,0,0.31899382336735865
83,-15.0,0.05,0,0.311172573240795
84,-14.0,0.05,0,0.333396155121071
85,-15.0,0.05,0,0.3934146018808733
86,-16.0,0.05,0,0.3310907632626908
87,-16.0,0.05,0,0.3172367717317845
88,-16.0,0.05,0,0.3324259868168569
89,-18.0,0.05,0,0.3332812148226997
90,-19.0,0.05,0,0.32405737995899586
91,-16.0,0.05,0,0.33118981015672866
92,-18.0,0.05,0,0.3095986439908486
93,-15.0,0.05,0,0.3108309440602863
94,-17.0,0.05,0,0.28276195182697356
95,-16.0,0.05,0,0.26025799890220647
96,-17.0,0.05,0,0.29254950207158603
97,-15.0,0.05,0,0.2932550417469274
98,-15.0,0.05,0,0.3226138938295825
