episode,score,epsilon,budget,uncertainty
37,-21.0,0.605140000001797,48372,0.04117655042208074
38,-17.0,0.5917200000018581,48311,0.044056366010910473
39,-15.0,0.574380000001937,48219,0.04828179973760897
40,-18.0,0.5574200000020142,48129,0.04799960141854343
41,-17.0,0.5437800000020763,48068,0.04525980338504773
42,-17.0,0.5303800000021373,47996,0.0454859883958863
43,-16.0,0.5126000000022182,47902,0.045376042871949705
44,-18.0,0.4943800000022699,47769,0.05052472556415745
45,-18.0,0.48162000000225713,47697,0.04677737784808426
46,-19.0,0.46726000000224277,47634,0.046441132674891306
47,-14.0,0.44946000000222497,47490,0.05296713902125805
48,-15.0,0.4317800000022073,47326,0.05304980172556551
49,-15.0,0.4125700000021881,47179,0.0487562902672929
50,-18.0,0.3959200000021714,47094,0.044144327028629346
51,-19.0,0.37976000000215526,47016,0.04549596486624681
52,-15.0,0.35797000000213347,46893,0.04666048890371226
53,-18.0,0.34286000000211836,46796,0.048738565830320296
54,-18.0,0.328510000002104,46700,0.04870395441442235
55,-12.0,0.30697000000208247,46561,0.04879450215504071
56,-15.0,0.285520000002061,46422,0.047420812062788885
57,-13.0,0.26097000000203646,46169,0.05507503214772115
58,-13.0,0.2401000000020156,45994,0.05195561171052812
59,-15.0,0.21665000000199214,45709,0.0584424549828905
60,-10.0,0.1901100000019656,45418,0.055802604242508
61,-15.0,0.1649200000019404,45157,0.05684476634528179
62,-12.0,0.13889000000191437,44950,0.052566998762007384
63,-14.0,0.11397000000190476,44748,0.05390444428375571
64,-9.0,0.08620000000191552,44535,0.05080199629694846
65,-13.0,0.06414000000192407,44299,0.05497848672751364
66,-12.0,0.05,44063,0.051937136252802496
67,-16.0,0.05,43803,0.056242029934524394
68,-12.0,0.05,43599,0.05122167760663056
69,-6.0,0.05,43387,0.04926064552632693
70,-9.0,0.05,43006,0.057738606542765025
71,-4.0,0.05,42705,0.05405018377673231
72,-4.0,0.05,42355,0.056775193987800454
73,-9.0,0.05,42057,0.05657477545459484
74,-9.0,0.05,41694,0.05977007457305214
75,-5.0,0.05,41379,0.05575918301774558
76,-7.0,0.05,41098,0.0533175793006672
77,-5.0,0.05,40815,0.05180170190889302
78,-2.0,0.05,40554,0.04821724346011076
79,2.0,0.05,40354,0.046766178942859594
80,3.0,0.05,40178,0.045291271740035804
81,-5.0,0.05,39806,0.05491823987845304
82,-2.0,0.05,39530,0.05021208406070579
83,-6.0,0.05,39268,0.04934849660258278
84,-4.0,0.05,39038,0.04832243913484887
85,-1.0,0.05,38703,0.0506191005268151
86,9.0,0.05,38472,0.0489167772885746
87,-5.0,0.05,38147,0.05483127060556763
88,-1.0,0.05,37787,0.05315907187148203
89,4.0,0.05,37548,0.05043892156334268
90,10.0,0.05,37336,0.04762371403990694
91,-1.0,0.05,36997,0.05369052607570151
92,7.0,0.05,36765,0.04981443533823953
93,10.0,0.05,36539,0.051559064600075685
94,12.0,0.05,36338,0.049153456327528475
95,-1.0,0.05,36078,0.0482229226592394
96,6.0,0.05,35879,0.047434089382478006
97,-2.0,0.05,35350,0.06466934758835403
98,3.0,0.05,35038,0.051959604734182464
99,9.0,0.05,34811,0.050762445527691186
